Doublet Creation,Neighbour search,CA,Extract Possible Tracks,Remove Short,Remove Ghost and Clones,Full Time
0.13372699999999993,1.190686,0.12259399999999987,1.9767200000000003,0.00029700000000065785,0.026660999999999824,3.4506959999999998
0.1335689999999996,1.1872170000000004,0.1250169999999997,1.976252999999999,0.0003220000000005996,0.026882999999999768,3.449401
0.13030200000000036,1.1923709999999996,0.12360600000000055,2.0453979999999987,0.00033400000000050056,0.026505999999999474,3.5186589999999995
0.1335949999999997,1.1954010000000004,0.12371499999999891,1.986635999999999,0.000302999999998832,0.026367999999999725,3.4661519999999992
0.13101499999999966,1.1938479999999991,0.12701799999999963,1.994769999999999,0.00030599999999836314,0.02639299999999878,3.4734929999999995
0.1313689999999994,1.201831000000002,0.1258119999999998,2.0359680000000004,0.00032899999999713714,0.027025000000001853,3.522484000000002
0.13352299999999673,1.2081389999999992,0.12459199999999981,1.9807169999999985,0.00031399999999948136,0.026330999999998994,3.473751
0.13170299999999813,1.2120180000000005,0.12605499999999736,1.9828790000000005,0.0003160000000015373,0.02692300000000003,3.4800540000000026
0.13144499999999937,1.1892929999999993,0.12552700000000172,2.014060999999998,0.00047399999999697684,0.026528999999996472,3.487476000000001
0.13453300000000468,1.193201000000002,0.12804599999999766,1.9888069999999942,0.00028899999999509873,0.02649600000000163,3.471505999999998
0.1330430000000007,1.1949060000000031,0.12689400000000006,1.9860779999999991,0.00031599999999798456,0.026440000000000907,3.467818000000001
0.13040800000000274,1.1919129999999996,0.12455100000000385,2.0068999999999946,0.0003150000000005093,0.026426000000000727,3.4806549999999987
0.1376239999999953,1.1897650000000013,0.12468599999999697,1.974305000000001,0.00030999999999892225,0.026516000000000872,3.453339999999997
0.1332310000000021,1.1929750000000041,0.12459100000000234,1.9761469999999974,0.00031200000000097816,0.026325999999997407,3.453716
0.12986099999999823,1.1866570000000038,0.12754999999999939,2.015635000000003,0.00032099999999957163,0.02636799999999795,3.4865289999999973
0.1337219999999988,1.1906560000000042,0.1254380000000026,1.9820290000000043,0.000309000000001447,0.026645000000002028,3.4589339999999993
0.13197900000000118,1.1912470000000042,0.124606,1.9729059999999947,0.00032099999999957163,0.02690300000000434,3.4481129999999993
0.1313289999999938,1.2198319999999967,0.12478399999999823,2.0317250000000016,0.00031800000000004047,0.02640699999999896,3.5345280000000017
0.13470099999999974,1.1904600000000016,0.1243690000000015,1.9791120000000006,0.00030999999999892225,0.026524000000009096,3.4556170000000037
